venue,replicate,backend,run_dir,hours_from_clean_start,rpc_count_since_t0,rpc_count_per_1000_endpoint_tasks_since_t0,rpc_processing_s_since_t0,rpc_processing_s_per_1000_endpoint_tasks_since_t0,endpoint_task_count,walltime_h,interpretation
dev,1,native,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/native,-0.001388888888888889,0,0.0,0.0,0.0,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/native,0.08333333333333333,31,775.0,25.286236,632.1559,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/native,0.16666666666666666,63,1575.0,50.572473,1264.311825,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/native,0.25,94,2350.0,75.85871,1896.46775,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/native,0.3333333333333333,126,3150.0,101.144947,2528.623675,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/native,0.4166666666666667,157,3925.0,126.431183,3160.779575,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/native,0.5,189,4725.0,151.71742,3792.9355,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/native,0.5833333333333334,221,5525.0,177.003657,4425.0914250000005,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/native,0.6666666666666666,252,6300.0,202.289894,5057.24735,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/native,0.75,284,7100.0,227.57613,5689.40325,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/native,0.8333333333333334,315,7875.0,252.862367,6321.559175,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/native,0.9166666666666666,347,8675.0,278.148604,6953.715099999999,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/native,1.0,379,9475.0,303.434841,7585.871025,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/native,1.0833333333333333,410,10250.0,328.721077,8218.026925,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/native,1.1666666666666667,442,11050.0,354.007314,8850.182850000001,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/native,1.25,473,11825.0,379.293551,9482.338775,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/native,1.3333333333333333,505,12625.0,404.579788,10114.4947,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/native,1.4166666666666667,537,13425.0,429.866024,10746.650599999999,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/native,1.5,568,14200.0,455.152261,11378.806525,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/native,1.5833333333333333,600,15000.0,480.438498,12010.962449999999,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/native,1.6666666666666667,631,15775.0,505.724735,12643.118375,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/native,1.75,663,16575.0,531.010971,13275.274275000002,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/native,1.8333333333333333,695,17375.0,556.297208,13907.430199999999,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/native,1.9166666666666667,726,18150.0,581.583445,14539.586125,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/native,2.0,758,18950.0,606.869682,15171.74205,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/native,2.0833333333333335,789,19725.0,632.155918,15803.89795,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/native,2.1666666666666665,821,20525.0,657.442155,16436.053874999998,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/native,2.25,853,21325.0,682.728392,17068.2098,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/native,2.3333333333333335,884,22100.0,708.014629,17700.365725,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/native,2.4166666666666665,916,22900.0,733.300865,18332.521625,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/native,2.5,947,23675.0,758.587102,18964.67755,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/native,2.5833333333333335,979,24475.0,783.873339,19596.833475,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/native,2.6666666666666665,1011,25275.0,809.159576,20228.9894,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/native,2.75,1042,26050.0,834.445812,20861.1453,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/native,2.8333333333333335,1074,26850.0,859.732049,21493.301225,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/native,2.9166666666666665,1105,27625.0,885.018286,22125.45715,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/native,3.0,1137,28425.0,910.304523,22757.613075,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/native,3.0833333333333335,1169,29225.0,935.590759,23389.768975000003,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/native,3.1666666666666665,1200,30000.0,960.876996,24021.924899999998,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/native,3.229095317787594,1216,30400.0,973.077028,24326.9257,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,jobarray,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/jobarray,-0.0013888887564341228,0,0.0,0.0,0.0,40,2.4465349601374733,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,jobarray,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/jobarray,0.08312690456708273,11,275.0,8.883902,222.09755,40,2.4465349601374733,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,jobarray,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/jobarray,0.16646023790041606,22,550.0,17.767805,444.19512499999996,40,2.4465349601374733,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,jobarray,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/jobarray,0.2497935712337494,33,825.0,26.651707,666.2926749999999,40,2.4465349601374733,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,jobarray,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/jobarray,0.3331269045670827,44,1100.0,35.53561,888.3902499999999,40,2.4465349601374733,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,jobarray,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/jobarray,0.41646023790041603,55,1375.0,44.419513,1110.4878250000002,40,2.4465349601374733,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,jobarray,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/jobarray,0.4997935712337494,66,1650.0,53.303415,1332.585375,40,2.4465349601374733,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,jobarray,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/jobarray,0.5831269045670827,77,1925.0,62.187318,1554.68295,40,2.4465349601374733,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,jobarray,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/jobarray,0.6664602379004161,88,2200.0,71.07122,1776.7804999999998,40,2.4465349601374733,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,jobarray,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/jobarray,0.7497935712337493,99,2475.0,79.955123,1998.878075,40,2.4465349601374733,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,jobarray,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/jobarray,0.8331269045670827,111,2775.0,88.839026,2220.9756500000003,40,2.4465349601374733,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,jobarray,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/jobarray,0.9164602379004161,122,3050.0,97.722928,2443.0732,40,2.4465349601374733,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,jobarray,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/jobarray,0.9997935712337493,133,3325.0,106.606831,2665.170775,40,2.4465349601374733,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,jobarray,bench-WORKS26/dryrun-plots/synthetic-monitor-tree/dev/rep1/jobarray,1.0831269045670828,144,3600.0,115.490733,2887.268325,40,2.4465349601374733,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
