venue,replicate,backend,run_dir,hours_from_clean_start,rpc_count_since_t0,rpc_count_per_1000_endpoint_tasks_since_t0,rpc_processing_s_since_t0,rpc_processing_s_per_1000_endpoint_tasks_since_t0,expected_endpoint_tasks,walltime_h,interpretation
dev,1,native,dryrun-plots/synthetic-monitor-tree/dev/rep1/native,-0.001388888888888889,0,0.0,0.0,0.0,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,dryrun-plots/synthetic-monitor-tree/dev/rep1/native,0.08333333333333333,31,775.0,25.286236,632.1559,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,dryrun-plots/synthetic-monitor-tree/dev/rep1/native,0.16666666666666666,63,1575.0,50.572473,1264.311825,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,dryrun-plots/synthetic-monitor-tree/dev/rep1/native,0.25,94,2350.0,75.85871,1896.46775,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,dryrun-plots/synthetic-monitor-tree/dev/rep1/native,0.3333333333333333,126,3150.0,101.144947,2528.623675,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,dryrun-plots/synthetic-monitor-tree/dev/rep1/native,0.4166666666666667,157,3925.0,126.431183,3160.779575,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,dryrun-plots/synthetic-monitor-tree/dev/rep1/native,0.5,189,4725.0,151.71742,3792.9355,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,dryrun-plots/synthetic-monitor-tree/dev/rep1/native,0.5833333333333334,221,5525.0,177.003657,4425.0914250000005,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,dryrun-plots/synthetic-monitor-tree/dev/rep1/native,0.6666666666666666,252,6300.0,202.289894,5057.24735,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
dev,1,native,dryrun-plots/synthetic-monitor-tree/dev/rep1/native,0.75,284,7100.0,227.57613,5689.40325,40,3.206873055564033,"benchmark-user sdiag row, attributed by UID; valid for every backend including HyperQueue, Flux, and local"
