venue,replicate,backend,run_dir,sample_count,window_t0_epoch,window_endpoint_epoch,sdiag_data_since,ordinary_censored_substitution,context_interpretation,run_median_benchmark_rpc_per_min,run_p95_benchmark_rpc_per_min,run_median_background_rpc_per_min,run_p95_background_rpc_per_min,run_median_main_cycles_per_min,run_p95_main_cycles_per_min,run_median_backfill_cycles_per_min,run_p95_backfill_cycles_per_min,run_median_main_last_cycle_s,run_p95_main_last_cycle_s,run_median_backfill_last_cycle_s,run_p95_backfill_last_cycle_s,run_median_server_threads,run_p95_server_threads,run_median_agent_queue,run_p95_agent_queue,across_run_median_benchmark_rpc_per_min,across_run_p95_benchmark_rpc_per_min,across_run_median_background_rpc_per_min,across_run_p95_background_rpc_per_min,across_run_median_main_cycles_per_min,across_run_p95_main_cycles_per_min,across_run_median_backfill_cycles_per_min,across_run_p95_backfill_cycles_per_min,across_run_median_main_last_cycle_s,across_run_p95_main_last_cycle_s,across_run_median_backfill_last_cycle_s,across_run_p95_backfill_last_cycle_s,across_run_median_server_threads,across_run_p95_server_threads,across_run_median_agent_queue,across_run_p95_agent_queue
phoenix,1,jobarray,/data/rcadmins/tianche5/wms-paper-chain/bench-WORKS26/dryrun-plots/synthetic-monitor-tree/phoenix/rep1/jobarray,3,1786167724.5233688,1786168881.931,Fri Aug 07 17:00:00 2026 (1786147200),False,"benchmark RPC rate is identity-attributable; background RPCs, scheduler cycles, and controller pressure include co-tenants and Slurm housekeeping and are not attributed to a backend",8.77076411960133,37.05707641196013,674.9904291861972,721.0790429186197,134.59749804543753,637.4198826949092,1.2017633754056922,1.3801763375405691,0.006016,0.0113782,12.66472,17.5392145,15.0,15.0,0.0,0.0,7.017837708026839,39.619602649006616,757.9540262371451,787.6017607973422,134.59749804543753,634.1063122923587,1.2017633754056922,1.3801763375405691,0.0060634999999999994,0.012175699999999998,12.66472,25.316488699999994,1.5,13.049999999999995,0.0,0.0
phoenix,1,native,/data/rcadmins/tianche5/wms-paper-chain/bench-WORKS26/dryrun-plots/synthetic-monitor-tree/phoenix/rep1/native,12,1786168962.5723994,1786172670.486,Fri Aug 07 17:00:00 2026 (1786147200),False,"benchmark RPC rate is identity-attributable; background RPCs, scheduler cycles, and controller pressure include co-tenants and Slurm housekeeping and are not attributed to a backend",101.6,102.61215946843853,713.3,742.7431475950964,109.30996677740863,135.19099667774086,1.4,1.4912522041025902,0.014417,0.019531449999999995,11.9281355,12.9603605,1.0,12.699999999999996,0.0,0.0,101.36212624584718,102.09,763.6,809.769169435216,108.62425249169435,135.5551495016611,1.4,1.4912522041025902,0.012858999999999999,0.016520899999999998,11.9281355,12.9603605,1.0,11.349999999999998,0.0,0.0
phoenix,1,flux,/data/rcadmins/tianche5/wms-paper-chain/bench-WORKS26/dryrun-plots/synthetic-monitor-tree/phoenix/rep1/flux,7,1786173781.656794,1786176110.621,Fri Aug 07 17:00:00 2026 (1786147200),False,"benchmark RPC rate is identity-attributable; background RPCs, scheduler cycles, and controller pressure include co-tenants and Slurm housekeeping and are not attributed to a backend",3.0,3.9859186115876697,746.8,762.6669767441861,2.8,4.5879069767441845,1.4,1.6021522223955167,0.012483,0.02139769999999999,8.481605,8.8680918,1.0,4.4999999999999964,0.0,0.0,3.0,3.560405144289456,781.4,847.3399999999999,2.8,4.5879069767441845,1.6,1.6021522223955167,0.010023,0.0114735,6.939043,7.167527499999999,1.0,5.6499999999999995,0.0,0.0
phoenix,1,hyperqueue,/data/rcadmins/tianche5/wms-paper-chain/bench-WORKS26/dryrun-plots/synthetic-monitor-tree/phoenix/rep1/hyperqueue,3,1786178791.1688168,1786179945.261,Fri Aug 07 17:00:00 2026 (1786147200),False,"benchmark RPC rate is identity-attributable; background RPCs, scheduler cycles, and controller pressure include co-tenants and Slurm housekeeping and are not attributed to a backend",29.008157981924263,33.68081579819243,744.2,758.0722639422744,11.203150668881095,12.64031506688811,1.4,1.4003544502491232,0.013784,0.0174272,6.00216,9.605412600000001,1.0,1.9,0.0,0.0,28.04180515723097,33.5841805157231,774.2,795.7909585457778,11.203150668881095,13.001672206289237,1.4,1.5007076273714497,0.010822,0.015882,7.370416,9.605412600000001,1.0,4.6,0.0,0.0
phoenix,2,native,/data/rcadmins/tianche5/wms-paper-chain/bench-WORKS26/dryrun-plots/synthetic-monitor-tree/phoenix/rep2/native,12,1786421966.7628386,1786425671.139,Mon Aug 10 17:00:00 2026 (1786406400),False,"benchmark RPC rate is identity-attributable; background RPCs, scheduler cycles, and controller pressure include co-tenants and Slurm housekeeping and are not attributed to a backend",101.36212624584718,102.09,763.6,809.769169435216,106.6,138.57,1.4,1.6,0.012858999999999999,0.016520899999999998,9.372147,10.0164311,1.0,11.349999999999998,0.0,0.0,101.36212624584718,102.09,763.6,809.769169435216,108.62425249169435,135.5551495016611,1.4,1.4912522041025902,0.012858999999999999,0.016520899999999998,11.9281355,12.9603605,1.0,11.349999999999998,0.0,0.0
phoenix,2,jobarray,/data/rcadmins/tianche5/wms-paper-chain/bench-WORKS26/dryrun-plots/synthetic-monitor-tree/phoenix/rep2/jobarray,4,1786425725.7631943,1786427214.086,Mon Aug 10 17:00:00 2026 (1786406400),False,"benchmark RPC rate is identity-attributable; background RPCs, scheduler cycles, and controller pressure include co-tenants and Slurm housekeeping and are not attributed to a backend",5.008078626567588,45.95275581388388,757.9540262371451,787.6017607973422,60.96062489920121,634.1063122923587,1.2990593260162377,1.5693023255813954,0.0060634999999999994,0.012175699999999998,9.083036,25.316488699999994,1.5,13.049999999999995,0.0,0.0,7.017837708026839,39.619602649006616,757.9540262371451,787.6017607973422,134.59749804543753,634.1063122923587,1.2017633754056922,1.3801763375405691,0.0060634999999999994,0.012175699999999998,12.66472,25.316488699999994,1.5,13.049999999999995,0.0,0.0
phoenix,2,hyperqueue,/data/rcadmins/tianche5/wms-paper-chain/bench-WORKS26/dryrun-plots/synthetic-monitor-tree/phoenix/rep2/hyperqueue,3,1786427318.5169764,1786428471.158,Mon Aug 10 17:00:00 2026 (1786406400),False,"benchmark RPC rate is identity-attributable; background RPCs, scheduler cycles, and controller pressure include co-tenants and Slurm housekeeping and are not attributed to a backend",28.04180515723097,33.5841805157231,774.2,795.7909585457778,11.216722062892389,13.001672206289237,1.6,1.6021499795147356,0.009913,0.0106177,7.370416,7.4275399,1.0,4.6,0.0,0.0,28.04180515723097,33.5841805157231,774.2,795.7909585457778,11.203150668881095,13.001672206289237,1.4,1.5007076273714497,0.010822,0.015882,7.370416,9.605412600000001,1.0,4.6,0.0,0.0
phoenix,2,flux,/data/rcadmins/tianche5/wms-paper-chain/bench-WORKS26/dryrun-plots/synthetic-monitor-tree/phoenix/rep2/flux,7,1786428551.116901,1786430860.779,Mon Aug 10 17:00:00 2026 (1786406400),False,"benchmark RPC rate is identity-attributable; background RPCs, scheduler cycles, and controller pressure include co-tenants and Slurm housekeeping and are not attributed to a backend",3.0,3.560405144289456,781.4,847.3399999999999,2.400365543719811,3.0772093023255813,1.6,1.600170587069245,0.010023,0.0114735,6.939043,7.167527499999999,1.0,5.899999999999995,0.0,0.0,3.0,3.560405144289456,781.4,847.3399999999999,2.8,4.5879069767441845,1.6,1.6021522223955167,0.010023,0.0114735,6.939043,7.167527499999999,1.0,5.6499999999999995,0.0,0.0
phoenix,3,flux,/data/rcadmins/tianche5/wms-paper-chain/bench-WORKS26/dryrun-plots/synthetic-monitor-tree/phoenix/rep3/flux,8,1786474268.9268248,1786476733.812,Mon Aug 10 17:00:00 2026 (1786406400),False,"benchmark RPC rate is identity-attributable; background RPCs, scheduler cycles, and controller pressure include co-tenants and Slurm housekeeping and are not attributed to a backend",3.0,3.5270121213333105,1067.9,1079.8916279069767,3.0946843853820596,5.20959553445611,1.6,1.731589792690953,0.0082185,0.011136049999999998,5.9118185,6.7102621,1.5,5.6499999999999995,0.0,0.0,3.0,3.560405144289456,781.4,847.3399999999999,2.8,4.5879069767441845,1.6,1.6021522223955167,0.010023,0.0114735,6.939043,7.167527499999999,1.0,5.6499999999999995,0.0,0.0
phoenix,3,hyperqueue,/data/rcadmins/tianche5/wms-paper-chain/bench-WORKS26/dryrun-plots/synthetic-monitor-tree/phoenix/rep3/hyperqueue,11,1786476822.4907298,1786480327.044,Mon Aug 10 17:00:00 2026 (1786406400),False,"benchmark RPC rate is identity-attributable; background RPCs, scheduler cycles, and controller pressure include co-tenants and Slurm housekeeping and are not attributed to a backend",0.5980066445182725,10.0,1046.124515160799,2557.5,5.0,244.16146179401994,0.8,1.5007076273714497,0.010822,0.015882,16.056991,42.3208035,5.0,12.0,0.0,0.0,28.04180515723097,33.5841805157231,774.2,795.7909585457778,11.203150668881095,13.001672206289237,1.4,1.5007076273714497,0.010822,0.015882,7.370416,9.605412600000001,1.0,4.6,0.0,0.0
